id+,Z frequency,Z recency,Z monetary,Z  age
AF1915092,5.205893783644096,-1.060487084851909,0.8032472558558464,0.999230221008308
AF1918074,-0.0878511509853684,-1.060487084851909,-0.06448512916534452,-0.38129508272618046
AF2501568,-0.15750568959891398,-1.060487084851909,-0.06996472913231194,0.21035861887431465
AF3301770,0.05145792624172277,-1.060487084851909,-0.024294117376053994,0.8677516206526426
AF4093242,-0.12267842029214118,-1.060487084851909,-0.06399297718731664,-1.3673845853936724
AF4403064,0.6086942351500875,-1.060487084851909,-0.06120929505220843,0.8677516206526426
AF4403418,0.3300760806959051,-1.060487084851909,-0.05792926169011306,0.999230221008308
AF4403616,0.5390396965365418,-1.060487084851909,-0.04978586814582493,0.999230221008308
AF4403628,1.1311032747516794,-1.060487084851909,-0.04630112139696455,0.999230221008308
AF4403772,0.5390396965365418,-1.060487084851909,-0.04437660559892548,0.999230221008308
AF4403994,1.340066890592316,-1.060487084851909,-0.024452639024266882,0.999230221008308
AF4404060,0.6086942351500875,-1.060487084851909,-0.05072440028822451,0.999230221008308
AF4404330,1.7928213915803624,-1.060487084851909,-0.01614547477056677,0.999230221008308
AF4404336,0.9221396589110425,-1.060487084851909,-0.05523775306966109,0.9334909208304754
AF4404516,0.36490335000267793,-1.060487084851909,-0.06405491610946604,0.9334909208304754
BD2531172,-0.12267842029214118,-1.060487084851909,-0.06439400546292809,0.013140718340816277
BD2531340,1.6186850450464985,-1.060487084851909,0.11594442079303238,0.999230221008308
BD2533500,0.9917941975245881,-1.060487084851909,0.3035695938055874,0.999230221008308
BD2533944,0.8873123896042697,-1.060487084851909,0.12210072972978807,0.999230221008308
BD2534664,-0.22716022821245957,-1.060487084851909,-0.0724076422143744,-2.419213388238997
BD2535270,0.36490335000267793,-1.060487084851909,-0.030814711160027486,0.999230221008308
BD2536830,0.22559427277558672,-1.060487084851909,-0.04661207578239939,0.4733158195856458
BD2537406,0.4693851579229963,-1.060487084851909,0.2107598929320104,0.9334909208304754
BD2540046,1.7928213915803624,-1.060487084851909,0.05920983784130548,0.999230221008308
BD2540790,0.12111246485526835,-1.060487084851909,-0.01366266882339112,0.8020123204748097
BD2541198,0.05145792624172277,-1.060487084851909,-0.01359317125311501,0.8020123204748097
BD2544252,2.6635031242496816,-1.060487084851909,0.9432886392862938,0.9334909208304754
BD2544354,0.016630656934949976,-1.060487084851909,-0.06384936287290918,0.4733158195856458
BD2552442,0.678348773763633,-1.060487084851909,0.043628104652992716,0.999230221008308
BD2554830,0.08628519554849556,-1.060487084851909,-0.04452000995088497,0.999230221008308
BD2555454,4.822793821269595,-1.060487084851909,0.7884146686818692,0.999230221008308
BD2560200,0.6435215044568602,-1.060487084851909,0.8028346796455964,0.999230221008308
BD2561370,-0.12267842029214118,-1.060487084851909,0.016702730288522795,0.8020123204748097
BD2564790,0.3300760806959051,-1.060487084851909,-0.03945865518026207,0.8020123204748097
BD2565726,-0.15750568959891398,-1.060487084851909,-0.06604137082965451,-0.7757308837931772
BD2569608,-0.22716022821245957,-1.060487084851909,-0.07633414995375128,-2.419213388238997
BD2572146,-0.053023881678595605,-1.060487084851909,-0.05145003050838849,0.9334909208304754
BD2572974,0.3300760806959051,-1.060487084851909,-0.0622859824853684,0.999230221008308
BD2573850,-0.018196612371822813,-1.060487084851909,-0.040704992271377034,0.07888001851864906
BD2574666,0.36490335000267793,-1.060487084851909,0.06118201511503237,0.8677516206526426
BD2577390,0.9221396589110425,-1.060487084851909,0.05410943005536123,0.999230221008308
BD2583816,-0.0878511509853684,-1.060487084851909,-0.049604040665888006,0.999230221008308
BD2583966,1.3052396212855433,-1.060487084851909,0.39771339607352807,0.9334909208304754
BD2584572,0.3300760806959051,-1.060487084851909,-0.04040747548261189,0.5390551197634785
BD2585748,-0.22716022821245957,-1.060487084851909,-0.07005648272207225,-2.419213388238997
BD2587932,0.05145792624172277,-1.060487084851909,-0.05082077305184004,0.999230221008308
BD2591874,1.1311032747516794,-1.060487084851909,0.36800958863514893,0.9334909208304754
BD2593602,0.9569669282178154,-1.060487084851909,0.046977215660468245,0.999230221008308
BD2598300,0.7131760430704058,-1.060487084851909,0.038794139213514926,0.8677516206526426
BD2600982,0.7828305816839514,-1.060487084851909,0.3932506442420509,0.8677516206526426
