"mon_first","id","firstpurchase","lastpurchase","purchases","monetary","f3m","m3m","r","lifetime","f_btts","bt","rfm_recency","rfm_frequency","rfm_monetary"
2020-06-01,1093788,2019-12-16,2020-06-08,1,6057.06,1,6057.06,22,175,"0-0-1","{neutral,upgrade}",2,4,5
2020-06-01,968190,2019-12-16,2020-06-29,1,2020.56,2,6061.68,1,196,"0-1-1","{upgrade,neutral}",1,4,5
2020-06-01,4210890,2019-12-02,2020-06-15,4,2359.14,10,6212.58,15,196,"4-2-4","{downgrade,upgrade}",2,5,5
2020-06-01,2457258,2019-12-02,2020-05-25,0,0.0,3,6240.3,36,175,"2-1-0","{downgrade,downgrade}",3,4,5
2020-06-01,1143492,2020-05-11,2020-05-18,0,0.0,2,6245.16,43,7,"2-0",{downgrade},3,4,5
2020-06-01,795876,2019-12-09,2020-06-22,4,2479.1400000000003,11,6405.4800000000005,8,196,"6-1-4","{downgrade,upgrade}",1,5,5
2020-06-01,2401740,2019-12-02,2020-06-29,2,2410.3199999999997,6,6605.04,1,210,"1-3-2","{upgrade,downgrade}",1,5,5
2020-06-01,826002,2020-04-13,2020-05-25,0,0.0,2,6607.92,36,42,"1-1-0","{neutral,downgrade}",3,4,5
2020-06-01,769458,2020-02-03,2020-06-29,1,6691.14,1,6691.14,1,147,"0-0-1","{neutral,upgrade}",1,3,5
2020-06-01,1164054,2020-04-27,2020-04-27,0,0.0,1,6748.02,64,0,"1-0-0","{downgrade,neutral}",3,2,5
2020-06-01,777906,2019-12-02,2020-06-22,3,4922.9400000000005,6,7132.26,8,203,"2-1-3","{downgrade,upgrade}",1,5,5
2020-06-01,2791062,2020-02-24,2020-05-18,0,0.0,1,7162.44,43,84,"0-1-0","{upgrade,downgrade}",3,3,5
2020-06-01,4413756,2019-12-23,2020-06-01,1,1201.56,4,7194.0599999999995,29,161,"2-1-1","{downgrade,neutral}",2,5,5
2020-06-01,3764646,2019-12-02,2020-05-18,0,0.0,5,7219.380000000001,43,168,"1-4-0","{upgrade,downgrade}",3,5,5
2020-06-01,2407938,2020-01-13,2020-05-04,0,0.0,1,7224.78,57,112,"0-1-0","{upgrade,downgrade}",3,3,5
2020-06-01,3068166,2020-03-02,2020-06-22,1,7252.5,1,7252.5,8,112,"0-0-1","{neutral,upgrade}",1,3,5
2020-06-01,3505104,2020-01-20,2020-05-18,0,0.0,1,7290.36,43,119,"0-1-0","{upgrade,downgrade}",3,3,5
2020-06-01,719022,2019-12-02,2020-06-29,6,4329.0,11,7321.139999999999,1,210,"5-0-6","{downgrade,upgrade}",1,5,5
2020-06-01,730284,2019-12-09,2020-06-15,1,390.9,2,7553.339999999999,15,189,"1-0-1","{downgrade,upgrade}",2,4,5
2020-06-01,776202,2019-12-23,2020-06-22,1,271.2,7,7923.42,8,182,"2-4-1","{upgrade,downgrade}",2,5,5
2020-06-01,705462,2019-12-02,2020-06-29,7,3646.7400000000002,15,7961.76,1,210,"5-3-7","{downgrade,upgrade}",1,5,5
2020-06-01,717612,2019-12-02,2020-06-29,3,3493.68,5,8062.98,1,210,"0-2-3","{upgrade,upgrade}",1,5,5
2020-06-01,3139662,2020-06-22,2020-06-22,1,8184.12,1,8184.12,8,0,"1",,1,3,5
2020-06-01,709416,2019-12-02,2020-06-15,1,1211.34,6,8190.36,15,196,"1-4-1","{upgrade,downgrade}",2,5,5
2020-06-01,1152846,2019-12-16,2020-06-29,3,3638.16,11,8261.22,1,196,"4-4-3","{neutral,downgrade}",1,5,5
2020-06-01,1007850,2020-04-13,2020-06-29,3,4851.54,6,8432.82,1,77,"2-1-3","{downgrade,upgrade}",1,5,5
2020-06-01,1128624,2019-12-09,2020-06-29,2,2425.74,9,8571.48,1,203,"4-3-2","{downgrade,downgrade}",1,5,5
2020-06-01,2783802,2020-04-06,2020-06-29,3,4798.74,8,8751.3,1,84,"3-2-3","{downgrade,upgrade}",1,5,5
2020-06-01,702936,2019-12-16,2020-05-18,0,0.0,4,8751.900000000001,43,154,"1-3-0","{upgrade,downgrade}",3,5,5
2020-06-01,707784,2020-05-11,2020-05-11,0,0.0,1,8763.12,50,0,"1-0",{downgrade},3,3,5
2020-06-01,4234698,2020-05-11,2020-05-25,0,0.0,3,8848.44,36,14,"3-0",{downgrade},2,5,5
2020-06-01,757332,2019-12-16,2020-06-15,3,2807.64,10,9191.52,15,182,"4-3-3","{downgrade,neutral}",2,5,5
2020-06-01,702210,2019-12-02,2020-05-04,0,0.0,3,9734.52,57,154,"2-1-0","{downgrade,downgrade}",3,5,5
2020-06-01,2430810,2020-06-22,2020-06-22,1,9736.02,1,9736.02,8,0,"1",,1,3,5
2020-06-01,706404,2019-12-02,2020-06-08,2,5042.04,10,10031.58,22,189,"5-3-2","{downgrade,downgrade}",2,5,5
2020-06-01,718962,2019-12-30,2020-05-11,0,0.0,5,10211.64,50,133,"3-2-0","{downgrade,downgrade}",3,5,5
2020-06-01,706056,2019-12-02,2020-06-29,2,8802.18,3,10564.92,1,210,"1-0-2","{downgrade,upgrade}",1,5,5
2020-06-01,723390,2019-12-02,2020-06-22,3,4275.72,7,10893.420000000002,8,203,"0-4-3","{upgrade,downgrade}",1,5,5
2020-06-01,948012,2019-12-16,2020-06-22,4,5870.1,9,11116.14,8,189,"2-3-4","{upgrade,upgrade}",1,5,5
2020-06-01,3146316,2019-12-02,2020-06-22,4,5871.96,8,11669.7,8,203,"3-1-4","{downgrade,upgrade}",1,5,5
2020-06-01,3679404,2019-12-23,2020-06-29,5,7129.800000000001,8,11737.140000000001,1,189,"1-2-5","{upgrade,upgrade}",1,5,5
2020-06-01,705078,2020-02-17,2020-06-29,2,11798.04,2,11798.04,1,133,"0-0-2","{neutral,upgrade}",1,4,5
2020-06-01,3297756,2019-12-02,2020-06-22,7,7298.16,11,12128.16,8,203,"2-2-7","{neutral,upgrade}",1,5,5
2020-06-01,3127824,2019-12-09,2020-06-29,2,6169.4400000000005,4,12255.84,1,203,"1-1-2","{neutral,upgrade}",1,5,5
2020-06-01,3288000,2019-12-09,2020-06-15,2,8527.2,4,12377.94,15,189,"0-2-2","{upgrade,neutral}",2,5,5
2020-06-01,702804,2019-12-09,2020-06-15,3,7710.6,5,12485.58,15,189,"1-1-3","{neutral,upgrade}",2,5,5
2020-06-01,763782,2019-12-02,2020-06-29,3,3648.0,9,12620.7,1,210,"3-3-3","{neutral,neutral}",1,5,5
2020-06-01,3010314,2020-05-11,2020-05-11,0,0.0,1,12758.16,50,0,"1-0",{downgrade},3,4,5
2020-06-01,932142,2019-12-02,2020-06-01,1,3604.68,3,13154.640000000001,29,182,"2-0-1","{downgrade,upgrade}",2,5,5
2020-06-01,2471094,2019-12-02,2020-06-29,5,8254.8,9,13638.419999999998,1,210,"2-2-5","{neutral,upgrade}",1,5,5
2020-06-01,2401422,2019-12-02,2020-05-11,0,0.0,3,13951.92,50,161,"2-1-0","{downgrade,downgrade}",3,4,5
2020-06-01,857472,2019-12-02,2020-06-08,2,3541.0200000000004,8,14226.54,22,189,"1-5-2","{upgrade,downgrade}",2,5,5
2020-06-01,2961546,2020-03-23,2020-06-22,1,1208.76,4,14379.48,8,91,"2-1-1","{downgrade,neutral}",1,5,5
2020-06-01,4092000,2019-12-30,2020-06-29,3,8446.86,7,14415.6,1,182,"3-1-3","{downgrade,upgrade}",1,5,5
2020-06-01,3289728,2019-12-02,2020-06-15,3,7251.36,7,15045.900000000001,15,196,"1-3-3","{upgrade,neutral}",2,5,5
2020-06-01,2815272,2019-12-02,2020-05-04,0,0.0,2,15428.16,57,154,"0-2-0","{upgrade,downgrade}",3,4,5
2020-06-01,3291816,2019-12-02,2020-06-29,3,3440.5200000000004,7,15808.859999999999,1,210,"3-1-3","{downgrade,upgrade}",1,5,5
2020-06-01,712932,2019-12-02,2020-06-22,6,9235.380000000001,11,15812.760000000002,8,203,"1-4-6","{upgrade,upgrade}",2,5,5
2020-06-01,712296,2019-12-23,2020-06-15,3,9866.1,5,16111.26,15,175,"0-2-3","{upgrade,upgrade}",2,5,5
2020-06-01,4230834,2019-12-02,2020-06-29,2,1233.78,10,16927.019999999997,1,210,"5-3-2","{downgrade,downgrade}",1,5,5
2020-06-01,3430218,2019-12-02,2020-06-29,1,5915.58,3,16945.32,1,210,"1-1-1","{neutral,neutral}",1,4,5
2020-06-01,948006,2020-02-17,2020-05-18,0,0.0,3,17697.06,43,91,"1-2-0","{upgrade,downgrade}",3,4,5
2020-06-01,1152858,2019-12-16,2020-05-18,0,0.0,3,17906.16,43,154,"1-2-0","{upgrade,downgrade}",3,4,5
2020-06-01,3669966,2020-03-16,2020-05-04,0,0.0,3,20396.58,57,49,"2-1-0","{downgrade,downgrade}",3,5,5
2020-06-01,955938,2019-12-02,2020-06-22,3,9307.74,7,23023.14,8,203,"2-2-3","{neutral,upgrade}",1,5,5
2020-06-01,3288210,2019-12-02,2020-06-29,13,13397.039999999999,26,24952.800000000003,1,210,"7-6-13","{downgrade,upgrade}",1,5,5
2020-06-01,702684,2019-12-09,2020-06-22,3,15811.080000000002,10,25969.68,8,196,"4-3-3","{downgrade,neutral}",1,5,5
2020-06-01,4210794,2019-12-23,2020-06-22,1,24174.96,4,27764.16,8,182,"2-1-1","{downgrade,neutral}",1,5,5
2020-06-01,713718,2020-02-03,2020-06-22,2,6036.539999999999,5,31105.14,8,140,"1-2-2","{upgrade,neutral}",1,5,5
2020-06-01,711984,2019-12-09,2020-06-29,2,21635.1,4,31639.44,1,203,"1-1-2","{neutral,upgrade}",1,5,5
2020-06-01,2401926,2019-12-02,2020-06-29,7,7711.620000000001,22,32356.440000000002,1,210,"5-10-7","{upgrade,downgrade}",1,5,5
2020-06-01,4086984,2019-12-16,2020-06-29,13,28209.660000000003,15,34178.340000000004,1,196,"1-1-13","{neutral,upgrade}",1,5,5
2020-06-01,3014730,2020-03-09,2020-06-22,1,12087.48,3,36041.520000000004,8,105,"1-1-1","{neutral,neutral}",2,5,5
2020-06-01,711894,2019-12-02,2020-06-29,2,6757.26,7,37068.72,1,210,"2-3-2","{upgrade,downgrade}",1,5,5
2020-06-01,2493162,2019-12-02,2020-06-29,3,15141.48,6,39134.03999999999,1,210,"2-1-3","{downgrade,upgrade}",1,5,5
2020-06-01,718152,2019-12-02,2020-06-22,11,9788.640000000001,52,42176.939999999995,8,203,"21-20-11","{downgrade,downgrade}",1,5,5
2020-06-01,705360,2019-12-02,2020-06-29,5,9911.46,19,42274.8,1,210,"7-7-5","{neutral,downgrade}",1,5,5
2020-06-01,1124988,2019-12-02,2020-06-29,5,7069.200000000001,21,42929.34,1,210,"6-10-5","{upgrade,downgrade}",1,5,5
2020-06-01,3400308,2019-12-02,2020-06-29,9,5565.06,25,44468.34,1,210,"11-5-9","{downgrade,upgrade}",1,5,5
2020-06-01,809172,2020-01-27,2020-06-29,9,19290.66,30,46961.880000000005,1,154,"11-10-9","{downgrade,downgrade}",1,5,5
2020-06-01,717924,2020-02-24,2020-04-20,0,0.0,1,47749.68,71,56,"1-0-0","{downgrade,neutral}",3,3,5
2020-06-01,2998164,2019-12-02,2020-06-29,6,27089.94,11,50046.659999999996,1,210,"2-3-6","{upgrade,upgrade}",1,5,5
2020-06-01,718086,2019-12-02,2020-06-22,3,19342.620000000003,9,51643.14,8,203,"3-3-3","{neutral,neutral}",2,5,5
2020-06-01,4224870,2019-12-30,2020-06-29,49,24497.52000000001,128,66051.72,1,182,"43-36-49","{downgrade,upgrade}",1,5,5
2020-06-01,4511262,2019-12-09,2020-06-29,7,52228.14,16,87727.68,1,203,"3-6-7","{upgrade,upgrade}",1,5,5
2020-06-01,3792426,2019-12-02,2020-06-29,16,16299.240000000002,57,93223.14,1,210,"20-21-16","{upgrade,downgrade}",1,5,5
2020-06-01,708780,2019-12-02,2020-06-29,26,67797.00000000001,58,106660.80000000002,1,210,"18-14-26","{downgrade,upgrade}",1,5,5
2020-06-01,724974,2019-12-02,2020-06-29,17,37057.98,40,126720.66,1,210,"14-9-17","{downgrade,upgrade}",1,5,5
2020-06-01,3301296,2019-12-02,2020-06-29,89,144588.24000000005,379,384490.8000000002,1,210,"161-129-89","{downgrade,downgrade}",1,5,5
2020-06-01,3618438,2019-12-02,2020-06-29,8,4271.160000000001,146,414979.25999999983,1,210,"137-1-8","{downgrade,upgrade}",1,5,5
2020-07-01,4143780,2019-12-23,2019-12-23,0,0.0,0,0.0,221,0,"0-0-0","{neutral,neutral}",5,1,1
2020-07-01,3290052,2019-12-30,2019-12-30,0,0.0,0,0.0,214,0,"0-0-0","{neutral,neutral}",5,1,1
2020-07-01,3692688,2019-12-09,2019-12-30,0,0.0,0,0.0,214,21,"0-0-0","{neutral,neutral}",5,1,1
2020-07-01,3864822,2019-12-09,2019-12-30,0,0.0,0,0.0,214,21,"0-0-0","{neutral,neutral}",5,1,1
2020-07-01,2410272,2019-12-30,2019-12-30,0,0.0,0,0.0,214,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,940584,2019-12-30,2019-12-30,0,0.0,0,0.0,214,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,715032,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3293100,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,1113792,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3472098,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4455948,2020-01-06,2020-01-13,0,0.0,0,0.0,200,7,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,2781888,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,715722,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,991194,2020-01-13,2020-01-13,0,0.0,0,0.0,200,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,1091748,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4225668,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,709080,2020-01-13,2020-01-20,0,0.0,0,0.0,193,7,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,2427612,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3298722,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3492162,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3828696,2019-12-16,2020-01-20,0,0.0,0,0.0,193,35,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,2465136,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3931254,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3287952,2020-01-20,2020-01-20,0,0.0,0,0.0,193,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,1060116,2020-01-27,2020-01-27,0,0.0,0,0.0,186,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,854166,2020-01-27,2020-01-27,0,0.0,0,0.0,186,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,903888,2019-12-09,2020-01-27,0,0.0,0,0.0,186,49,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,704574,2020-01-27,2020-01-27,0,0.0,0,0.0,186,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4012758,2020-01-20,2020-02-03,0,0.0,0,0.0,179,14,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,726450,2020-01-13,2020-02-03,0,0.0,0,0.0,179,21,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3626010,2020-02-03,2020-02-03,0,0.0,0,0.0,179,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,784770,2020-02-03,2020-02-03,0,0.0,0,0.0,179,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3296886,2020-02-03,2020-02-03,0,0.0,0,0.0,179,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3915672,2020-01-13,2020-02-03,0,0.0,0,0.0,179,21,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4445412,2019-12-23,2020-02-03,0,0.0,0,0.0,179,42,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4188954,2020-02-03,2020-02-03,0,0.0,0,0.0,179,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,704754,2019-12-16,2020-02-03,0,0.0,0,0.0,179,49,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,1167696,2020-02-03,2020-02-03,0,0.0,0,0.0,179,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3286896,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,722658,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,2432028,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3169476,2019-12-09,2020-02-10,0,0.0,0,0.0,172,63,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,1008564,2019-12-09,2020-02-10,0,0.0,0,0.0,172,63,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,704886,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4470396,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,702174,2019-12-02,2020-02-10,0,0.0,0,0.0,172,70,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,711234,2020-02-10,2020-02-10,0,0.0,0,0.0,172,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4159212,2020-01-20,2020-02-17,0,0.0,0,0.0,165,28,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,709104,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4159554,2019-12-09,2020-02-17,0,0.0,0,0.0,165,70,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,721656,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3683460,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4263768,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,2518014,2020-02-03,2020-03-23,0,0.0,0,0.0,130,49,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,708894,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,186061500,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,3291840,2019-12-09,2020-02-24,0,0.0,0,0.0,158,77,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,4289028,2020-02-24,2020-02-24,0,0.0,0,0.0,158,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,4036374,2020-02-24,2020-02-24,0,0.0,0,0.0,158,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,719724,2020-02-10,2020-02-24,0,0.0,0,0.0,158,14,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,812592,2020-01-20,2020-02-24,0,0.0,0,0.0,158,35,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3753438,2020-02-24,2020-02-24,0,0.0,0,0.0,158,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,766104,2020-01-20,2020-02-24,0,0.0,0,0.0,158,35,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3745362,2020-02-24,2020-02-24,0,0.0,0,0.0,158,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,723996,2020-01-27,2020-02-24,0,0.0,0,0.0,158,28,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3505290,2020-02-10,2020-02-24,0,0.0,0,0.0,158,14,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,787092,2020-03-02,2020-03-02,0,0.0,0,0.0,151,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,2493846,2020-03-02,2020-03-02,0,0.0,0,0.0,151,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,2418516,2020-03-02,2020-03-02,0,0.0,0,0.0,151,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,1042152,2020-01-13,2020-03-02,0,0.0,0,0.0,151,49,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,717702,2020-01-13,2020-03-02,0,0.0,0,0.0,151,49,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,705108,2020-03-02,2020-03-02,0,0.0,0,0.0,151,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,1124472,2020-02-24,2020-03-09,0,0.0,0,0.0,144,14,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,4525932,2019-12-30,2020-03-09,0,0.0,0,0.0,144,70,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,4278810,2020-01-20,2020-03-09,0,0.0,0,0.0,144,49,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3285438,2020-03-09,2020-03-09,0,0.0,0,0.0,144,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,709266,2020-02-03,2020-03-09,0,0.0,0,0.0,144,35,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3295824,2020-03-09,2020-03-09,0,0.0,0,0.0,144,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,824850,2020-02-03,2020-03-09,0,0.0,0,0.0,144,35,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,720840,2020-02-03,2020-03-09,0,0.0,0,0.0,144,35,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,4061178,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3287622,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,933876,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3604542,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,705456,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3494178,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,712338,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,1040214,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,708042,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,4451106,2020-03-16,2020-03-16,0,0.0,0,0.0,137,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,708654,2020-03-02,2020-03-23,0,0.0,0,0.0,130,21,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,2495238,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,2418522,2019-12-02,2020-03-23,0,0.0,0,0.0,130,112,"0-0-0","{neutral,neutral}",4,2,1
2020-07-01,3295050,2020-01-27,2020-01-27,0,0.0,0,0.0,186,0,"0-0-0","{neutral,neutral}",5,2,1
2020-07-01,855264,2020-02-17,2020-02-17,0,0.0,0,0.0,165,0,"0-0-0","{neutral,neutral}",5,1,1
2020-07-01,3295038,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,1
2020-07-01,4239132,2020-03-16,2020-03-23,0,0.0,0,0.0,130,7,"0-0-0","{neutral,neutral}",4,1,1
2020-07-01,3359634,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,1
2020-07-01,1108686,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,1
2020-07-01,2523930,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,1
2020-07-01,725742,2020-01-13,2020-03-23,0,0.0,0,0.0,130,70,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,2458926,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3826284,2020-03-23,2020-03-23,0,0.0,0,0.0,130,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3037548,2019-12-23,2020-03-30,0,0.0,0,0.0,123,98,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3968406,2020-02-03,2020-03-30,0,0.0,0,0.0,123,56,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3431910,2019-12-23,2020-03-30,0,0.0,0,0.0,123,98,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,828960,2020-03-30,2020-03-30,0,0.0,0,0.0,123,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,917646,2020-03-30,2020-03-30,0,0.0,0,0.0,123,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,1151856,2020-03-30,2020-03-30,0,0.0,0,0.0,123,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,4541094,2020-03-30,2020-03-30,0,0.0,0,0.0,123,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,717888,2019-12-16,2020-04-06,0,0.0,0,0.0,116,112,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,1082922,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3959688,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,2400822,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,930198,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3550440,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,725136,2019-12-23,2020-04-06,0,0.0,0,0.0,116,105,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3960960,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,2432232,2019-12-16,2020-04-06,0,0.0,0,0.0,116,112,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,3290790,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,4519146,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
2020-07-01,703506,2020-04-06,2020-04-06,0,0.0,0,0.0,116,0,"0-0-0","{neutral,neutral}",4,1,2
