"mon_first","id","firstpurchase","lastpurchase","purchases","monetary","f3m","m3m","r","lifetime","f_btts","bt","rfm_recency","rfm_frequency","rfm_monetary"
2020-04-01,719166,2020-01-27,2020-01-27,0,0.0,0,0.0,94,0,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,704574,2020-01-27,2020-01-27,0,0.0,0,0.0,94,0,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,1038324,2020-01-13,2020-01-27,0,0.0,0,0.0,94,14,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,3198678,2019-12-02,2020-01-27,0,0.0,0,0.0,94,56,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,3295050,2020-01-27,2020-01-27,0,0.0,0,0.0,94,0,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,3286872,2020-01-20,2020-01-27,0,0.0,0,0.0,94,7,"0-0-0","{neutral,neutral}",4,2,1
2020-04-01,186089724,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4512378,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2795022,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2815272,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,984036,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,186105738,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,1098912,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3509760,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3537840,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,723822,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3293202,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,1169322,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,706068,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,838134,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,722280,2019-12-02,2019-12-02,0,0.0,0,0.0,150,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3296766,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2402802,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,702216,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,709122,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,963582,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3295956,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3869526,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3296412,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4525926,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,716196,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,811602,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,939288,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2525586,2019-12-09,2019-12-09,0,0.0,0,0.0,143,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3280842,2019-12-02,2019-12-09,0,0.0,0,0.0,143,7,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2485002,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4503036,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2441478,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,711270,2019-12-09,2019-12-16,0,0.0,0,0.0,136,7,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,1063158,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3934794,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,720036,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,1141728,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2432016,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4357686,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2431992,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4356906,2019-12-02,2019-12-16,0,0.0,0,0.0,136,14,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,766962,2019-12-16,2019-12-16,0,0.0,0,0.0,136,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4143780,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,713700,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3519420,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,722418,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,240217104,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3309156,2019-12-02,2019-12-23,0,0.0,0,0.0,129,21,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2401416,2019-12-09,2019-12-23,0,0.0,0,0.0,129,14,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,1121478,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2400378,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,4264932,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,984462,2019-12-02,2019-12-23,0,0.0,0,0.0,129,21,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3743124,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,790392,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,966846,2019-12-02,2019-12-23,0,0.0,0,0.0,129,21,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3124416,2019-12-23,2019-12-23,0,0.0,0,0.0,129,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,712644,2019-12-16,2019-12-23,0,0.0,0,0.0,129,7,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,2410272,2019-12-30,2019-12-30,0,0.0,0,0.0,122,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3864822,2019-12-09,2019-12-30,0,0.0,0,0.0,122,21,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,765978,2019-12-30,2019-12-30,0,0.0,0,0.0,122,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3290052,2019-12-30,2019-12-30,0,0.0,0,0.0,122,0,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,3692688,2019-12-09,2019-12-30,0,0.0,0,0.0,122,21,"0-0-0","{neutral,neutral}",5,1,1
2020-04-01,940584,2019-12-30,2019-12-30,0,0.0,0,0.0,122,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,715722,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,2781888,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,3297774,2019-12-02,2020-01-13,0,0.0,0,0.0,108,42,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,3293100,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,4455948,2020-01-06,2020-01-13,0,0.0,0,0.0,108,7,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,991194,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,2493168,2019-12-09,2020-01-13,0,0.0,0,0.0,108,35,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,2407938,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,1113792,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,812190,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,766122,2019-12-02,2020-01-13,0,0.0,0,0.0,108,42,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,715032,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,3472098,2020-01-13,2020-01-13,0,0.0,0,0.0,108,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,4225668,2020-01-20,2020-01-20,0,0.0,0,0.0,101,0,"0-0-0","{neutral,neutral}",5,1,2
2020-04-01,711234,2020-02-10,2020-02-10,0,0.0,1,71.88,80,0,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,3505104,2020-01-20,2020-03-23,0,0.0,1,109.56,38,63,"0-1-0","{upgrade,downgrade}",3,3,2
2020-04-01,4159554,2019-12-09,2020-02-17,0,0.0,1,170.22,73,70,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,705108,2020-03-02,2020-03-02,0,0.0,1,178.5,59,0,"1-0",{downgrade},4,3,2
2020-04-01,828960,2020-03-30,2020-03-30,0,0.0,1,197.22,31,0,"1-0",{downgrade},3,3,2
2020-04-01,717888,2019-12-16,2020-04-06,1,202.98,1,202.98,24,112,"0-0-1","{neutral,upgrade}",2,2,2
2020-04-01,3169476,2019-12-09,2020-02-10,0,0.0,1,215.1,80,63,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,186061500,2020-02-17,2020-02-17,0,0.0,1,236.22,73,0,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,769788,2020-02-03,2020-02-24,0,0.0,2,252.96,66,21,"2-0-0","{downgrade,neutral}",4,3,2
2020-04-01,1170402,2020-04-20,2020-04-20,1,267.72,1,267.72,10,0,"1",,1,2,2
2020-04-01,3200448,2020-04-27,2020-04-27,1,267.72,1,267.72,3,0,"1",,1,3,2
2020-04-01,820302,2019-12-02,2020-02-17,0,0.0,1,269.04,73,77,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,891720,2019-12-09,2020-03-02,0,0.0,1,269.28,59,84,"0-1-0","{upgrade,downgrade}",3,2,2
2020-04-01,1082922,2020-04-06,2020-04-06,1,269.58,1,269.58,24,0,"1",,2,3,2
2020-04-01,3290790,2020-04-06,2020-04-06,1,269.58,1,269.58,24,0,"1",,2,2,2
2020-04-01,3201114,2019-12-16,2020-04-27,1,134.46,3,352.14,3,133,"2-0-1","{downgrade,upgrade}",1,4,2
2020-04-01,709866,2020-04-27,2020-04-27,1,364.56,1,364.56,3,0,"1",,1,3,2
2020-04-01,717612,2019-12-02,2020-03-09,0,0.0,1,364.8,52,98,"0-1-0","{upgrade,downgrade}",3,2,2
2020-04-01,3626010,2020-02-03,2020-02-03,0,0.0,1,367.14,87,0,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,706854,2019-12-09,2020-04-06,1,369.66,1,369.66,24,119,"0-0-1","{neutral,upgrade}",2,2,2
2020-04-01,4280382,2019-12-23,2020-03-30,0,0.0,1,382.92,31,98,"0-1-0","{upgrade,downgrade}",2,2,2
2020-04-01,4547880,2020-04-13,2020-04-13,1,383.4,1,383.4,17,0,"1",,2,2,2
2020-04-01,3960960,2020-04-06,2020-04-06,1,383.4,1,383.4,24,0,"1",,2,2,2
2020-04-01,705456,2020-03-16,2020-03-16,0,0.0,1,385.2,45,0,"1-0",{downgrade},3,2,2
2020-04-01,3291192,2019-12-02,2020-03-16,0,0.0,1,385.2,45,105,"0-1-0","{upgrade,downgrade}",3,2,2
2020-04-01,2493954,2020-04-06,2020-04-06,1,385.98,1,385.98,24,0,"1",,2,3,2
2020-04-01,725742,2020-01-13,2020-03-23,0,0.0,2,534.0,38,70,"0-2-0","{upgrade,downgrade}",3,4,2
2020-04-01,720840,2020-02-03,2020-03-09,0,0.0,3,537.6,52,35,"1-2-0","{upgrade,downgrade}",3,4,2
2020-04-01,3035880,2019-12-16,2020-03-30,0,0.0,1,607.74,31,105,"0-1-0","{upgrade,downgrade}",3,3,2
2020-04-01,924180,2020-03-09,2020-03-09,0,0.0,1,611.4,52,0,"1-0",{downgrade},3,2,2
2020-04-01,4159212,2020-01-20,2020-02-17,0,0.0,1,611.4,73,28,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,3941490,2020-03-30,2020-03-30,0,0.0,1,612.6,31,0,"1-0",{downgrade},3,3,2
2020-04-01,2400822,2020-04-06,2020-04-06,1,612.66,1,612.66,24,0,"1",,2,2,2
2020-04-01,703506,2020-04-06,2020-04-06,1,612.66,1,612.66,24,0,"1",,2,2,2
2020-04-01,716574,2020-04-27,2020-04-27,1,613.44,1,613.44,3,0,"1",,1,2,2
2020-04-01,2493846,2020-03-02,2020-03-02,0,0.0,1,620.16,59,0,"1-0",{downgrade},4,3,2
2020-04-01,948924,2020-03-09,2020-04-06,1,367.2,2,737.22,24,28,"1-1",{neutral},2,3,2
2020-04-01,2432028,2020-02-10,2020-02-10,0,0.0,1,761.58,80,0,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,1098684,2019-12-02,2020-03-09,0,0.0,1,770.4,52,98,"0-1-0","{upgrade,downgrade}",3,2,2
2020-04-01,3743616,2020-04-20,2020-04-20,1,791.64,1,791.64,10,0,"1",,1,2,2
2020-04-01,840936,2019-12-02,2020-04-20,1,584.22,2,851.6400000000001,10,140,"0-1-1","{upgrade,neutral}",1,4,2
2020-04-01,3673422,2020-04-13,2020-04-27,2,881.1600000000001,2,881.1600000000001,3,14,"2",,1,4,2
2020-04-01,3298146,2020-01-20,2020-03-23,0,0.0,3,922.6200000000001,38,63,"2-1-0","{downgrade,downgrade}",3,4,2
2020-04-01,2458926,2020-03-23,2020-03-23,0,0.0,1,1008.84,38,0,"1-0",{downgrade},3,3,2
2020-04-01,793266,2020-03-09,2020-03-09,0,0.0,1,1009.8,52,0,"1-0",{downgrade},3,2,2
2020-04-01,4374066,2020-04-13,2020-04-13,1,1010.28,1,1010.28,17,0,"1",,2,2,2
2020-04-01,4548162,2020-04-27,2020-04-27,1,1010.28,1,1010.28,3,0,"1",,1,3,2
2020-04-01,2443098,2019-12-02,2020-03-16,0,0.0,1,1014.96,45,105,"0-1-0","{upgrade,downgrade}",3,2,2
2020-04-01,4289028,2020-02-24,2020-02-24,0,0.0,1,1014.96,66,0,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,2418516,2020-03-02,2020-03-02,0,0.0,1,1014.96,59,0,"1-0",{downgrade},3,2,2
2020-04-01,2432232,2019-12-16,2020-04-06,1,1017.0,1,1017.0,24,112,"0-0-1","{neutral,upgrade}",2,3,2
2020-04-01,3786252,2019-12-02,2020-02-10,0,0.0,1,1021.32,80,70,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,3838560,2020-02-10,2020-02-10,0,0.0,1,1021.32,80,0,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,704394,2019-12-16,2020-02-03,0,0.0,1,1021.32,87,49,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,784770,2020-02-03,2020-02-03,0,0.0,1,1130.82,87,0,"1-0-0","{downgrade,neutral}",4,2,2
2020-04-01,3606660,2020-02-03,2020-03-02,0,0.0,2,1156.8,59,28,"1-1-0","{neutral,downgrade}",4,3,2
2020-04-01,2781342,2020-03-23,2020-03-23,0,0.0,1,1182.36,38,0,"1-0",{downgrade},3,3,2
2020-04-01,3295038,2020-03-23,2020-03-23,0,0.0,1,1188.42,38,0,"1-0",{downgrade},3,3,2
2020-04-01,3649536,2020-01-27,2020-03-30,0,0.0,1,1192.08,31,63,"0-1-0","{upgrade,downgrade}",3,3,2
2020-04-01,1108686,2020-03-23,2020-03-23,0,0.0,1,1192.08,38,0,"1-0",{downgrade},3,3,2
2020-04-01,917646,2020-03-30,2020-03-30,0,0.0,1,1192.08,31,0,"1-0",{downgrade},3,3,2
2020-04-01,715152,2020-03-30,2020-03-30,0,0.0,1,1192.08,31,0,"1-0",{downgrade},2,2,2
2020-04-01,766104,2020-01-20,2020-02-24,0,0.0,1,1193.1,66,35,"1-0-0","{downgrade,neutral}",4,3,2
2020-04-01,717702,2020-01-13,2020-03-02,0,0.0,1,1193.1,59,49,"0-1-0","{upgrade,downgrade}",4,3,2
2020-04-01,3297696,2020-04-27,2020-04-27,1,1193.76,1,1193.76,3,0,"1",,1,3,2
2020-04-01,3560202,2019-12-02,2020-04-27,1,1193.76,1,1193.76,3,147,"0-0-1","{neutral,upgrade}",1,2,2
2020-04-01,2401794,2020-04-27,2020-04-27,1,1193.76,1,1193.76,3,0,"1",,1,2,2
2020-04-01,3795060,2019-12-02,2020-04-20,1,1193.76,1,1193.76,10,140,"0-0-1","{neutral,upgrade}",2,2,2
2020-04-01,723552,2019-12-16,2020-04-13,1,1193.76,1,1193.76,17,119,"0-0-1","{neutral,upgrade}",2,2,2
2020-04-01,3297876,2019-12-09,2020-04-27,1,1193.76,1,1193.76,3,140,"0-0-1","{neutral,upgrade}",1,3,2
2020-04-01,3297642,2020-04-27,2020-04-27,1,1193.76,1,1193.76,3,0,"1",,1,3,2
2020-04-01,4519146,2020-04-06,2020-04-06,1,1193.76,1,1193.76,24,0,"1",,2,2,2
2020-04-01,1120224,2019-12-16,2020-02-24,0,0.0,4,1197.96,66,70,"4-0-0","{downgrade,neutral}",4,4,2
2020-04-01,3295824,2020-03-09,2020-03-09,0,0.0,1,1199.16,52,0,"1-0",{downgrade},3,2,3
2020-04-01,1040214,2020-03-16,2020-03-16,0,0.0,1,1199.16,45,0,"1-0",{downgrade},3,2,3
2020-04-01,723996,2020-01-27,2020-02-24,0,0.0,1,1199.16,66,28,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,3287622,2020-03-16,2020-03-16,0,0.0,1,1199.16,45,0,"1-0",{downgrade},3,2,3
2020-04-01,795432,2020-03-16,2020-03-16,0,0.0,1,1199.16,45,0,"1-0",{downgrade},3,2,3
2020-04-01,712338,2020-03-16,2020-03-16,0,0.0,1,1199.16,45,0,"1-0",{downgrade},3,2,3
2020-04-01,3285438,2020-03-09,2020-03-09,0,0.0,1,1199.16,52,0,"1-0",{downgrade},3,2,3
2020-04-01,3683460,2020-02-17,2020-02-17,0,0.0,1,1199.16,73,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,3291840,2019-12-09,2020-02-24,0,0.0,1,1199.16,66,77,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,4061178,2020-03-16,2020-03-16,0,0.0,1,1199.16,45,0,"1-0",{downgrade},3,2,3
2020-04-01,3745362,2020-02-24,2020-02-24,0,0.0,1,1199.16,66,0,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,704724,2020-02-24,2020-02-24,0,0.0,1,1199.16,66,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,3296886,2020-02-03,2020-02-03,0,0.0,1,1200.6,87,0,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,3541314,2020-01-27,2020-04-06,1,1201.68,1,1201.68,24,70,"0-0-1","{neutral,upgrade}",2,2,3
2020-04-01,722658,2020-02-10,2020-02-10,0,0.0,1,1206.78,80,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,3295482,2020-02-17,2020-02-17,0,0.0,1,1206.78,73,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,704886,2020-02-10,2020-02-10,0,0.0,1,1206.78,80,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,726450,2020-01-13,2020-02-03,0,0.0,1,1206.78,87,21,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,4263768,2020-02-17,2020-02-17,0,0.0,1,1206.78,73,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,1170390,2020-02-03,2020-02-03,0,0.0,1,1215.78,87,0,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,2497284,2020-01-13,2020-03-09,0,0.0,2,1216.56,52,56,"1-1-0","{neutral,downgrade}",3,4,3
2020-04-01,769446,2020-02-03,2020-02-03,0,0.0,1,1230.54,87,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,4384494,2020-01-13,2020-02-17,0,0.0,2,1230.6,73,35,"2-0-0","{downgrade,neutral}",4,4,3
2020-04-01,3644970,2019-12-23,2020-04-20,1,613.44,3,1248.9,10,119,"1-1-1","{neutral,neutral}",2,4,3
2020-04-01,702330,2019-12-16,2020-03-02,0,0.0,2,1274.8799999999999,59,77,"1-1-0","{neutral,downgrade}",3,3,3
2020-04-01,930198,2020-04-06,2020-04-06,1,1381.08,1,1381.08,24,0,"1",,2,2,3
2020-04-01,1138506,2019-12-02,2020-02-17,0,0.0,2,1390.44,73,77,"2-0-0","{downgrade,neutral}",4,4,3
2020-04-01,723192,2020-01-13,2020-04-13,2,1393.1399999999999,2,1393.1399999999999,17,91,"0-0-2","{neutral,upgrade}",2,3,3
2020-04-01,4317798,2019-12-09,2020-04-06,1,135.36,4,1447.7399999999998,24,119,"1-2-1","{upgrade,downgrade}",2,4,3
2020-04-01,2473068,2019-12-02,2020-03-30,0,0.0,2,1506.8400000000001,31,119,"0-2-0","{upgrade,downgrade}",2,3,3
2020-04-01,2415366,2020-03-23,2020-03-30,0,0.0,2,1547.34,31,7,"2-0",{downgrade},3,4,3
2020-04-01,3741288,2019-12-16,2020-02-24,0,0.0,2,1597.38,66,70,"2-0-0","{downgrade,neutral}",4,3,3
2020-04-01,3826284,2020-03-23,2020-03-23,0,0.0,2,1611.66,38,0,"2-0",{downgrade},3,4,3
2020-04-01,4445412,2019-12-23,2020-02-03,0,0.0,1,1772.04,87,42,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,4470396,2020-02-10,2020-02-10,0,0.0,1,1782.42,80,0,"1-0-0","{downgrade,neutral}",4,2,3
2020-04-01,3068166,2020-03-02,2020-03-02,0,0.0,2,1786.08,59,0,"2-0",{downgrade},3,4,3
2020-04-01,2820768,2019-12-02,2020-04-27,2,1797.06,2,1797.06,3,147,"0-0-2","{neutral,upgrade}",1,4,3
2020-04-01,712932,2019-12-02,2020-04-27,1,1193.76,2,1805.88,3,147,"1-0-1","{downgrade,upgrade}",1,4,3
2020-04-01,1115994,2020-04-13,2020-04-13,1,1822.62,1,1822.62,17,0,"1",,2,3,3
2020-04-01,3494178,2020-03-16,2020-03-16,0,0.0,1,1836.54,45,0,"1-0",{downgrade},3,3,3
2020-04-01,702174,2019-12-02,2020-02-10,0,0.0,3,1865.0400000000002,80,70,"3-0-0","{downgrade,neutral}",4,4,3
2020-04-01,702036,2020-02-10,2020-04-06,1,401.46,3,1871.34,24,56,"2-0-1","{downgrade,upgrade}",2,4,3
2020-04-01,709824,2019-12-16,2020-04-13,2,766.8,5,1920.12,17,119,"0-3-2","{upgrade,downgrade}",2,5,3
2020-04-01,3959688,2020-04-06,2020-04-06,1,1929.84,1,1929.84,24,0,"1",,2,2,3
2020-04-01,708894,2020-02-17,2020-02-17,0,0.0,1,2042.58,73,0,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,769458,2020-02-03,2020-02-17,0,0.0,2,2042.64,73,14,"2-0-0","{downgrade,neutral}",4,3,3
2020-04-01,4525932,2019-12-30,2020-03-09,0,0.0,2,2101.56,52,70,"0-2-0","{upgrade,downgrade}",3,4,3
2020-04-01,721512,2019-12-09,2020-04-20,1,267.72,7,2115.9,10,133,"4-2-1","{downgrade,downgrade}",1,5,3
2020-04-01,3282276,2020-03-23,2020-03-23,0,0.0,1,2132.76,38,0,"1-0",{downgrade},3,3,3
2020-04-01,1128630,2020-02-03,2020-03-30,0,0.0,3,2188.02,31,56,"1-2-0","{upgrade,downgrade}",3,4,3
2020-04-01,4060662,2019-12-09,2020-04-13,3,1037.1,6,2199.9,17,126,"3-0-3","{downgrade,upgrade}",2,5,3
2020-04-01,705468,2019-12-09,2020-02-17,0,0.0,1,2201.4,73,70,"1-0-0","{downgrade,neutral}",4,3,3
2020-04-01,4225632,2020-03-02,2020-03-02,0,0.0,1,2201.4,59,0,"1-0",{downgrade},4,2,3
2020-04-01,826002,2020-04-13,2020-04-13,1,2202.66,1,2202.66,17,0,"1",,2,2,3
2020-04-01,3550440,2020-04-06,2020-04-06,1,2203.02,1,2203.02,24,0,"1",,2,2,3
2020-04-01,787092,2020-03-02,2020-03-02,0,0.0,1,2212.74,59,0,"1-0",{downgrade},4,3,3
2020-04-01,1093788,2019-12-16,2020-03-16,0,0.0,1,2364.66,45,91,"0-1-0","{upgrade,downgrade}",3,2,3
2020-04-01,3359634,2020-03-23,2020-03-23,0,0.0,1,2376.84,38,0,"1-0",{downgrade},3,3,3
2020-04-01,1007850,2020-04-13,2020-04-20,2,2387.52,2,2387.52,10,7,"2",,2,4,3
2020-04-01,4522512,2019-12-23,2020-03-23,0,0.0,2,2387.58,38,91,"1-1-0","{neutral,downgrade}",3,4,3
2020-04-01,3292278,2020-03-09,2020-04-20,1,1193.76,2,2392.92,10,42,"1-1",{neutral},1,4,3
2020-04-01,4278810,2020-01-20,2020-03-09,0,0.0,2,2398.32,52,49,"1-1-0","{neutral,downgrade}",3,4,3
2020-04-01,902850,2019-12-23,2020-03-02,0,0.0,1,2398.44,59,70,"0-1-0","{upgrade,downgrade}",4,3,3
2020-04-01,2438358,2019-12-16,2020-03-16,0,0.0,1,2398.44,45,91,"0-1-0","{upgrade,downgrade}",3,2,3
2020-04-01,4451106,2020-03-16,2020-03-16,0,0.0,1,2398.44,45,0,"1-0",{downgrade},3,3,3
